"","rnames","variable","value","rank"
"831","10072","V4221",1463.54,1
"832","10072","V10073",2131.51,2
"833","10072","V4209",2604.35,3
"834","10072","V4220",3059.11,4
"835","10072","V10069",3260.98,5
"836","10072","V10071",3395.37,6
"837","10072","V193",3863.91,7
"838","10072","V4222",4336.73,8
"839","10072","V4360",4813.73,9
"840","10072","V10066",5292.99,10
"841","10073","V4209",1804.36,1
"842","10073","V193",1850.92,2
"843","10073","V4221",1856.8,3
"844","10073","V10072",2131.51,4
"845","10073","V4220",2563.39,5
"846","10073","V4360",2874.66,6
"847","10073","V4222",3350.29,7
"848","10073","V10069",4681.21,8
"849","10073","V4578",4711.56,9
"850","10073","V186",4733.12,10
"851","10074","V10066",1348.46,1
"852","10074","V10070",1687.74,2
"853","10074","V10064",2276.1,3
"854","10074","V1410",3069.69,4
"855","10074","V10069",3106.58,5
"856","10074","V5411",3152.42,6
"857","10074","V6316",4151.28,7
"858","10074","V310",4340.39,8
"859","10074","V10071",4528.11,9
"860","10074","V4569",4834.73,10
"861","10075","V7588",2977.73,1
"862","10075","V4227",3285.42,2
"863","10075","V10078",3969.79,3
"864","10075","V4234",4024.42,4
"865","10075","V10077",4429.78,5
"866","10075","V4225",4515.54,6
"867","10075","V4224",4746.02,7
"868","10075","V4238",4944.55,8
"869","10075","V4239",6506.78,9
"870","10075","V7622",6517.7,10
"871","10076","V4225",3511.24,1
"872","10076","V4226",3580.25,2
"873","10076","V4068",4422.28,3
"874","10076","V9867",4711.13,4
"875","10076","V4223",4725.35,5
"876","10076","V4224",4930.95,6
"877","10076","V10514",5071.53,7
"878","10076","V7622",5658.97,8
"879","10076","V4230",5859.21,9
"880","10076","V4310",6172.91,10
"881","10077","V4238",1953.4,1
"882","10077","V4239",2077.4,2
"883","10077","V10078",2169.46,3
"884","10077","V4234",2584.14,4
"885","10077","V7588",2945.17,5
"886","10077","V4235",3002.74,6
"887","10077","V7623",4360.59,7
"888","10077","V10075",4429.78,8
"889","10077","V4237",5300.53,9
"890","10077","V4224",5308.67,10
"891","10078","V7588",1226,1
"892","10078","V10077",2169.46,2
"893","10078","V4239",3584.41,3
"894","10078","V10075",3969.79,4
"895","10078","V4238",4039.35,5
"896","10078","V4234",4264.2,6
"897","10078","V7623",4776.37,7
"898","10078","V1331",4875.83,8
"899","10078","V6145",5074.11,9
"900","10078","V4235",5126.2,10
"901","10079","V2932",1400.49,1
"902","10079","V2928",2336.15,2
"903","10079","V2930",2613,3
"904","10079","V8327",4543.21,4
"905","10079","V2929",4601.74,5
"906","10079","V4208",4656.89,6
"907","10079","V2934",4913,7
"908","10079","V10428",5009.64,8
"909","10079","V2931",5026.11,9
"910","10079","V1076",5086.94,10
"911","1008","V5755",1240.47,1
"912","1008","V4934",2079.81,2
"913","1008","V6692",2604.92,3
"914","1008","V5760",2685.46,4
"915","1008","V6691",2768.64,5
"916","1008","V1001",3235.07,6
"917","1008","V112",3850.17,7
"918","1008","V5754",4206.15,8
"919","1008","V6693",4247.28,9
"920","1008","V1004",4352.35,10
"921","10080","V2017",1345.42,1
"922","10080","V7147",2892.69,2
"923","10080","V2015",4270.23,3
"924","10080","V7150",4433.58,4
"925","10080","V7140",5066.28,5
"926","10080","V2014",5352.81,6
"927","10080","V7139",6097.69,7
"928","10080","V7137",6738.15,8
"929","10080","V7141",7164.51,9
"930","10080","V2013",7244.51,10
"931","10081","V2513",1858.9,1
"932","10081","V8211",2702.75,2
"933","10081","V7721",2976.36,3
"934","10081","V7728",3155.69,4
"935","10081","V7731",3515.36,5
"936","10081","V2509",3963.1,6
"937","10081","V2511",4086.54,7
"938","10081","V7726",4430.51,8
"939","10081","V6824",5035.56,9
"940","10081","V7727",5059.27,10
"941","10082","V5351",1738.05,1
"942","10082","V4242",1744.73,2
"943","10082","V7384",2136.26,3
"944","10082","V6842",2817.94,4
"945","10082","V10083",2886.55,5
"946","10082","V5348",2911.61,6
"947","10082","V6843",3111.17,7
"948","10082","V1827",3456.26,8
"949","10082","V5346",4034.73,9
"950","10082","V1820",4611.34,10
"951","10083","V5348",1754.07,1
"952","10083","V5346",1861.84,2
"953","10083","V4242",2036.89,3
"954","10083","V5351",2471.19,4
"955","10083","V10082",2886.55,5
"956","10083","V6843",3187.91,6
"957","10083","V5341",3397.64,7
"958","10083","V7384",3841.79,8
"959","10083","V1823",3842.2,9
"960","10083","V1826",3938.5,10
"961","10084","V2835",1832.02,1
"962","10084","V1319",1862.1,2
"963","10084","V4243",2438.57,3
"964","10084","V6130",3714.5,4
"965","10084","V1316",3825.28,5
"966","10084","V6127",3926.14,6
"967","10084","V1314",4101.84,7
"968","10084","V6124",4350.45,8
"969","10084","V1324",4696.98,9
"970","10084","V1315",4720.1,10
"971","10085","V3787",3081.6,1
"972","10085","V9474",3702.78,2
"973","10085","V8274",5454,3
"974","10085","V9475",5626.37,4
"975","10085","V8275",5675.74,5
"976","10085","V9473",7319.41,6
"977","10085","V2883",7708.81,7
"978","10085","V8277",7953.54,8
"979","10085","V8280",8127.59,9
"980","10085","V3786",8587.58,10
"981","10086","V10102",2824.37,1
"982","10086","V4254",3491.47,2
"983","10086","V10093",3847.51,3
"984","10086","V10092",4234.59,4
"985","10086","V4060",4453.49,5
"986","10086","V10089",5482.39,6
"987","10086","V4251",6063.76,7
"988","10086","V9849",6308.38,8
"989","10086","V10091",6429.41,9
"990","10086","V4061",6446.47,10
"991","10087","V10101",1430.65,1
"992","10087","V4251",2906.92,2
"993","10087","V4250",3349.82,3
"994","10087","V1876",3353.16,4
"995","10087","V10100",3737.86,5
"996","10087","V7291",4177.02,6
"997","10087","V7296",5126.89,7
"998","10087","V6924",5265.36,8
"999","10087","V1877",6122.55,9
"1000","10087","V10102",6123.9,10
"1001","10088","V1580",2298.56,1
"1002","10088","V5297",2510.89,2
"1003","10088","V6548",3234.78,3
"1004","10088","V6524",3673.56,4
"1005","10088","V4249",4607.48,5
"1006","10088","V4248",4732.44,6
"1007","10088","V4246",5651.28,7
"1008","10088","V5296",5797.16,8
"1009","10088","V4245",6063.6,9
"1010","10088","V6529",6216.14,10
"1011","10089","V4061",3247.58,1
"1012","10089","V9854",4575.7,2
"1013","10089","V4250",4650.39,3
"1014","10089","V4251",4680.89,4
"1015","10089","V7293",4931.1,5
"1016","10089","V10086",5482.39,6
"1017","10089","V10102",5532.51,7
"1018","10089","V10101",6085.69,8
"1019","10089","V9852",6615.83,9
"1020","10089","V7296",6878.59,10
"1021","1009","V10311",1580.27,1
"1022","1009","V5757",2206.75,2
"1023","1009","V1639",2609.13,3
"1024","1009","V5753",3590.32,4
"1025","1009","V1638",3626.75,5
"1026","1009","V10312",3784.57,6
"1027","1009","V6607",4120.45,7
"1028","1009","V6606",4149.2,8
"1029","1009","V10354",4250.67,9
"1030","1009","V6610",4382.64,10
"1031","10090","V10098",2897.39,1
"1032","10090","V10524",3321.63,2
"1033","10090","V10092",3521.93,3
"1034","10090","V9849",3766.32,4
"1035","10090","V10091",4300.36,5
"1036","10090","V10093",4424.26,6
"1037","10090","V3361",4993.05,7
"1038","10090","V4063",5647.59,8
"1039","10090","V4060",5816.03,9
"1040","10090","V4254",6141.34,10
"1041","10091","V10093",2714.82,1
"1042","10091","V10092",3117.96,2
"1043","10091","V4254",3289.69,3
"1044","10091","V10524",3888.28,4
"1045","10091","V10090",4300.36,5
"1046","10091","V8944",5650.61,6
"1047","10091","V3361",5750.06,7
"1048","10091","V10086",6429.41,8
"1049","10091","V9849",6736.33,9
"1050","10091","V8934",7011.67,10
"1051","10092","V10093",1111.21,1
"1052","10092","V4254",2883.17,2
"1053","10092","V10091",3117.96,3
"1054","10092","V10090",3521.93,4
"1055","10092","V9849",4050.77,5
"1056","10092","V10086",4234.59,6
"1057","10092","V4060",4305.75,7
"1058","10092","V10524",5443.84,8
"1059","10092","V10098",5551.21,9
"1060","10092","V10102",6250.49,10
"1061","10093","V10092",1111.21,1
"1062","10093","V4254",1787.42,2
"1063","10093","V10091",2714.82,3
"1064","10093","V10086",3847.51,4
"1065","10093","V10090",4424.26,5
"1066","10093","V4060",5029.4,6
"1067","10093","V9849",5116.86,7
"1068","10093","V10102",5449.3,8
"1069","10093","V10524",5800.66,9
"1070","10093","V10098",6636.26,10
"1071","10094","V4248",2628.89,1
"1072","10094","V4245",3026.94,2
"1073","10094","V6549",4075.51,3
"1074","10094","V4247",4168.13,4
"1075","10094","V4249",4591.27,5
"1076","10094","V6502",4604.26,6
"1077","10094","V4057",5387.25,7
"1078","10094","V10095",5986.36,8
"1079","10094","V6537",6355.52,9
"1080","10094","V9856",6358,10
"1081","10095","V10096",2372.09,1
"1082","10095","V4249",2658.04,2
"1083","10095","V4246",2771.98,3
"1084","10095","V4245",2972.89,4
"1085","10095","V4247",3052.54,5
"1086","10095","V4253",4399.11,6
"1087","10095","V10094",5986.36,7
"1088","10095","V10097",6028.41,8
"1089","10095","V700",6558.82,9
"1090","10095","V4248",6952,10
"1091","10096","V10095",2372.09,1
"1092","10096","V4246",2963.44,2
"1093","10096","V4253",3403.28,3
"1094","10096","V10097",4016.85,4
"1095","10096","V4249",4594.37,5
"1096","10096","V4247",5116.97,6
"1097","10096","V4245",5339.34,7
"1098","10096","V700",5438.48,8
"1099","10096","V3359",7129.29,9
"1100","10096","V3362",7222.15,10
"1101","10097","V4253",2736.96,1
"1102","10097","V3359",3205.18,2
"1103","10097","V10096",4016.85,3
"1104","10097","V3362",4202.98,4
"1105","10097","V3361",5145.87,5
"1106","10097","V10095",6028.41,6
"1107","10097","V8949",6125.35,7
"1108","10097","V10524",6760.75,8
"1109","10097","V4246",6862.4,9
"1110","10097","V8927",7424.85,10
"1111","10098","V10090",2897.39,1
"1112","10098","V4063",2954.71,2
"1113","10098","V9849",3021.79,3
"1114","10098","V4252",5015.74,4
"1115","10098","V10092",5551.21,5
"1116","10098","V9853",5579.06,6
"1117","10098","V4060",5635.76,7
"1118","10098","V10524",5752.94,8
"1119","10098","V10093",6636.26,9
"1120","10098","V4253",6812.03,10
"1121","10099","V10100",3279.26,1
"1122","10099","V1877",4277.38,2
"1123","10099","V8952",4598.43,3
"1124","10099","V10102",4666.48,4
"1125","10099","V4254",5595.67,5
"1126","10099","V4251",6237.74,6
"1127","10099","V8933",6437.58,7
"1128","10099","V6924",6496.1,8
"1129","10099","V10087",6500.31,9
"1130","10099","V10086",6965.04,10
"1131","101","V4445",830.2,1
"1132","101","V98",1817.74,2
"1133","101","V99",2287.26,3
"1134","101","V4354",2697.77,4
"1135","101","V104",2851.11,5
"1136","101","V4442",3394.63,6
"1137","101","V97",3783.4,7
"1138","101","V103",3898.6,8
"1139","101","V3160",4598.93,9
"1140","101","V4443",4806.98,10
"1141","1010","V1640",1425.3,1
"1142","1010","V5759",2068.35,2
"1143","1010","V5758",2406.64,3
"1144","1010","V10230",2497.57,4
"1145","1010","V1643",2680.1,5
"1146","1010","V5890",3137.59,6
"1147","1010","V5761",3255.01,7
"1148","1010","V5753",3463.12,8
"1149","1010","V1000",3876.71,9
"1150","1010","V1011",4033.93,10
"1151","10100","V1877",2852.02,1
"1152","10100","V10099",3279.26,2
"1153","10100","V10087",3737.86,3
"1154","10100","V6924",3749.76,4
"1155","10100","V1876",4308.68,5
"1156","10100","V4251",4832.86,6
"1157","10100","V10101",4892.83,7
"1158","10100","V10102",5598.25,8
"1159","10100","V4250",6649.09,9
"1160","10100","V1875",6684.7,10
"1161","10101","V10087",1430.65,1
"1162","10101","V4250",1920.18,2
"1163","10101","V4251",2156.08,3
"1164","10101","V7291",4041.82,4
"1165","10101","V7296",4091.53,5
"1166","10101","V1876",4625.04,6
"1167","10101","V10100",4892.83,7
"1168","10101","V10102",5889.23,8
"1169","10101","V10089",6085.69,9
"1170","10101","V7295",6442.32,10
"1171","10102","V10086",2824.37,1
"1172","10102","V4251",3831.43,2
"1173","10102","V4254",4129.01,3
"1174","10102","V10099",4666.48,4
"1175","10102","V10093",5449.3,5
"1176","10102","V10089",5532.51,6
"1177","10102","V10100",5598.25,7
"1178","10102","V10101",5889.23,8
"1179","10102","V10087",6123.9,9
"1180","10102","V4250",6201.01,10
"1181","10103","V7372",1257.57,1
"1182","10103","V7368",1607.72,2
"1183","10103","V10109",2053.73,3
"1184","10103","V7362",2691.1,4
"1185","10103","V2",4269.79,5
"1186","10103","V4267",4979.81,6
"1187","10103","V10106",5805.88,7
"1188","10103","V7360",6267.34,8
"1189","10103","V7369",6398.55,9
"1190","10103","V10525",6967.16,10
"1191","10104","V4257",2719.8,1
"1192","10104","V4262",4415.48,2
"1193","10104","V10105",4480.5,3
"1194","10104","V4412",4885.1,4
"1195","10104","V10117",5240.06,5
"1196","10104","V4413",6052.38,6
"1197","10104","V4367",6615.11,7
"1198","10104","V10108",7461.45,8
"1199","10104","V4256",7491.27,9
"1200","10104","V10106",7774.57,10
"1201","10105","V2",4340.09,1
"1202","10105","V10104",4480.5,2
"1203","10105","V4262",4831.28,3
"1204","10105","V4257",5345.51,4
"1205","10105","V2199",6127.48,5
"1206","10105","V10106",6425.08,6
"1207","10105","V4413",6446.67,7
"1208","10105","V4412",7379.6,8
"1209","10105","V63",7468.81,9
"1210","10105","V4267",7706.74,10
"1211","10106","V4267",1733.07,1
"1212","10106","V4259",2311.63,2
"1213","10106","V10108",2968.52,3
"1214","10106","V4262",3512.72,4
"1215","10106","V4263",3573.44,5
"1216","10106","V10109",4113.88,6
"1217","10106","V4265",4434.06,7
"1218","10106","V10107",4449.47,8
"1219","10106","V4258",4786.07,9
"1220","10106","V4256",5172.64,10
"1221","10107","V4259",2379.02,1
"1222","10107","V4255",2847.59,2
"1223","10107","V10110",2858.06,3
"1224","10107","V4263",3327.38,4
"1225","10107","V4267",3462.85,5
"1226","10107","V4265",4095.44,6
"1227","10107","V10106",4449.47,7
"1228","10107","V10108",4604.3,8
"1229","10107","V4258",5383.36,9
"1230","10107","V10109",5819.2,10
"1231","10108","V4263",1597.5,1
"1232","10108","V4258",1825.01,2
"1233","10108","V4265",1884.91,3
"1234","10108","V4256",2237.35,4
"1235","10108","V4259",2505.95,5
"1236","10108","V4367",2685.32,6
"1237","10108","V10106",2968.52,7
"1238","10108","V4262",3284.41,8
"1239","10108","V4267",4103.24,9
"1240","10108","V10107",4604.3,10
"1241","10109","V7368",1774.43,1
"1242","10109","V10103",2053.73,2
"1243","10109","V4267",3001.31,3
"1244","10109","V7372",3198.59,4
"1245","10109","V10106",4113.88,5
"1246","10109","V7362",4646.54,6
"1247","10109","V4259",5191.31,7
"1248","10109","V2",5268.34,8
"1249","10109","V10107",5819.2,9
"1250","10109","V10525",6094.77,10
"1251","1011","V5890",1561.58,1
"1252","1011","V5752",1644.49,2
"1253","1011","V10230",1833.89,3
"1254","1011","V1640",2644.25,4
"1255","1011","V1006",2679.07,5
"1256","1011","V5758",2982.54,6
"1257","1011","V1643",3449.51,7
"1258","1011","V1007",3669.95,8
"1259","1011","V1010",4033.93,9
"1260","1011","V5754",4123.24,10
"1261","10110","V10107",2858.06,1
"1262","10110","V4255",3874.42,2
"1263","10110","V4263",3960.86,3
"1264","10110","V4265",4077.79,4
"1265","10110","V4261",4191.41,5
"1266","10110","V4259",4384.49,6
"1267","10110","V4258",5365.94,7
"1268","10110","V10108",5558.3,8
"1269","10110","V4273",5610.18,9
"1270","10110","V4256",6139.66,10
"1271","10111","V4260",4325.93,1
"1272","10111","V4261",5739.01,2
"1273","10111","V10110",7569.97,3
"1274","10111","V4273",8389.24,4
"1275","10111","V10114",8941.35,5
"1276","10111","V4265",9989.6,6
"1277","10111","V1131",10100.41,7
"1278","10111","V4266",10397.56,8
"1279","10111","V10107",10421.26,9
"1280","10111","V4255",10422.85,10
"1281","10112","V2796",1278.08,1
"1282","10112","V8065",1723.61,2
"1283","10112","V10113",2046.97,3
"1284","10112","V4276",2585.39,4
"1285","10112","V2747",2830.11,5
"1286","10112","V8068",3009.85,6
"1287","10112","V4268",3091.45,7
"1288","10112","V10118",4132.27,8
"1289","10112","V8062",4745.18,9
"1290","10112","V8069",6079.11,10
"1291","10113","V4276",1817.02,1
"1292","10113","V10112",2046.97,2
"1293","10113","V8065",3117.69,3
"1294","10113","V2796",3235.42,4
"1295","10113","V10118",4147.98,5
"1296","10113","V4268",4446.51,6
"1297","10113","V2747",4815.42,7
"1298","10113","V8068",4938.43,8
"1299","10113","V8062",6424.54,9
"1300","10113","V8069",8035.07,10
"1301","10114","V4266",1477.91,1
"1302","10114","V4277",4850.26,2
"1303","10114","V4275",5154.36,3
"1304","10114","V4273",5496.14,4
"1305","10114","V4270",6883.75,5
"1306","10114","V4269",8005.05,6
"1307","10114","V4256",8026.28,7
"1308","10114","V4274",8067.52,8
"1309","10114","V4367",8184.43,9
"1310","10114","V4258",8312.74,10
"1311","10115","V5673",2563.39,1
"1312","10115","V8060",2584.88,2
"1313","10115","V10116",3584.59,3
"1314","10115","V4268",4288.63,4
"1315","10115","V2740",4543.13,5
"1316","10115","V8070",4581.77,6
"1317","10115","V2747",4584.36,7
"1318","10115","V4345",4720.23,8
"1319","10115","V8061",5589.48,9
"1320","10115","V2796",5824.21,10
"1321","10116","V4271",3300.29,1
"1322","10116","V10115",3584.59,2
"1323","10116","V2740",3738.1,3
"1324","10116","V5673",3853.47,4
"1325","10116","V4274",3958.26,5
"1326","10116","V8070",4933.06,6
"1327","10116","V4269",5462.1,7
"1328","10116","V4270",5870.66,8
"1329","10116","V8060",6045.92,9
"1330","10116","V10117",6557.7,10
"1331","10117","V4271",3442.4,1
"1332","10117","V4269",3497.63,2
"1333","10117","V10104",5240.06,3
"1334","10117","V4274",5499.92,4
"1335","10117","V2740",5579.67,5
"1336","10117","V4257",5666.63,6
"1337","10117","V4275",6302.5,7
"1338","10117","V4412",6448.17,8
"1339","10117","V10116",6557.7,9
"1340","10117","V8070",6888.32,10
"1341","10118","V4276",2366.26,1
"1342","10118","V4268",2781.85,2
"1343","10118","V2796",4029.42,3
"1344","10118","V10112",4132.27,4
"1345","10118","V10113",4147.98,5
"1346","10118","V4272",4232.81,6
"1347","10118","V2747",4817.76,7
"1348","10118","V8065",5845.8,8
"1349","10118","V10115",6317.62,9
"1350","10118","V8068",6469.7,10
"1351","10119","V4334",1627.27,1
"1352","10119","V10145",2047.47,2
"1353","10119","V3533",2106.48,3
"1354","10119","V10184",3282.26,4
